내용,날짜,조회수,장소,테그
"<광고>섭지코지에서 한끼 맛있게 드시고 싶다면...특히 점심메뉴로 강력추천드리고요 물론 저녁에 먹어도 좋아요!⠀혼술 / 혼밥 가능한곳!!⠀🍱#섭지코지한끼🍱오픈 11:00 - 22:00 (마지막오더 21:00)🍱18시 이후 야식포장 배달가능🍱18시 이후 혼밥손님만 홀가능🍱휴일은 매달 첫번째 세번째 월요일 휴무🍱포장배달가능 & 배달의민족 가능🍱문의전화 : 📱 010-5385-0995🍱단체주문환영🍱유치원, 행사도시락 모두주문가능✳️음료만 별도로 테이크아웃 가능합니다.⠀#섭지코지맛집 #섭지코지 #섭지코지카페#스누피가든 #성산일출봉 #제주핫플 #제주맛집#제주도맛집 #제주도돈까스 #비자림맛집#제주데이트코스 #제주혼자여행 #제주도혼자여행#제주혼술하기좋은곳 #제주혼밥 #제주도혼밥#제주술집 #성산돈까스 #제주혼술 #제주도혼술#서귀포혼술 #제주아쿠아플라넷 #아쿠아플라넷제주",2021-12-08,0,,"['#섭지코지한끼🍱오픈', '#섭지코지맛집', '#섭지코지', '#섭지코지카페', '#스누피가든', '#성산일출봉', '#제주핫플', '#제주맛집', '#제주도맛집', '#제주도돈까스', '#비자림맛집', '#제주데이트코스', '#제주혼자여행', '#제주도혼자여행', '#제주혼술하기좋은곳', '#제주혼밥', '#제주도혼밥', '#제주술집', '#성산돈까스', '#제주혼술', '#제주도혼술', '#서귀포혼술', '#제주아쿠아플라넷', '#아쿠아플라넷제주']"
"🏖모슬포항부두식당(애월점)🏖🎈모듬회(방어,고등어,도다리) - 105,000원ㆍㆍㆍ저번 가족여행 마지막날 다녀온 횟집방어가 먹고싶다고 노래를 부르며 찾다가 방어가 유명한 모슬포항에 있는 횟집 체인점이라고 하길래 방문함도착했을 때 앞에 한팀이 있었으나 생각보다 빨리 들어갔음ㅎ들어가자마자 바로 주문했고 모듬회 방어, 고등어, 도다리로 주문회가 나오기 전에 제주산 옥돔튀김이 나왔었는데 진짜 😋👍(근데 먹다보니 턱이 조금 아픔)그걸 먹고 기다리다보니 회가 나왔는데 진짜 두툼하고 큼🤤방어는 기름장에 김이랑 같이 싸먹고 고등어는 밥 & 전용소스랑 같이솔직히 방어를 먹으러 간거였지만 고등어가 훨씬 더 맛있었음제주도에서 먹은 고등어회 중에서 원탑임👍마무리로 매운탕을 먹었는데 맛있었지만 국물이 좀 적게 나옴ㅠ육수리필 필수임고등어회가 너무 맛있어서 담에 애월쪽에 또 가게되면 들릴 맛집임😋",2021-12-04,158,제주도 애월읍,[]
제주 서귀포 맛있는 감귤 가져왔어요!!올해 먹은 귤중 제일 달달하고 맛있는 귤이에요~~ 과즙 팡! 팡! 상큼 상큼 감귤! 탱귤탱귤 감귤!!제주 감귤 로얄과 5kg 공동구매 예정입니다!👏예정일 21.12.06~21.12.09일 예정이오니인친님들~~ 많은 관심 부탁드려요!!#감귤 #로얄과5kg #과즙팡팡 #제주서귀포,2021-12-03,41,,"['#감귤', '#로얄과5kg', '#과즙팡팡', '#제주서귀포']"
"🏖블라썸1407🏖🎈블라썸브런치 - 13,500원ㆍㆍㆍ저번에 가족여행을 갔을 때 다녀온 브런치맛집원래는 해장을 하고싶었으나 동생이 브런치를 먹고싶다는 말에결국 브런치집으로 결정😅메뉴구성은 베이컨, 계란후라이, 베이글, 소세지, 샐러드 이렇게 나왔음엄청 특별한 맛이 있는건 아니지만 다 알고있는 그 맛가성비도 괜찮고 조용한 곳에 있어서 아침에 드라이브겸 다녀올만함",2021-11-27,179,제주도 애월읍,[]
여기는 나혼산 장도연 제주도편에 방송됐던  목화휴계소인데 한치를 돌에 바로구워줘서 간단하게 맥주한잔할수있는곳이다성산항 근처에있어서 마지막여정에 성산항으로 복귀할때 꼭들러야지했기때문에  마지막날해안도로를 타고 복귀하면서 들러서맥주한캔  마셨지^^날씨가 좀 덜추웠으면 편하게마시다 왔을덴데 너무춥더라고........#목화휴게소🦑#제주여행 #제주카라반노지캠 #제주공항 #제주숙소 #제주핫플 #카라반라이프 #카라반캠핑 #캠핑중 #제주가볼만한곳 #제주도맛집 #제주살이 #camping #활주로#제주일상 #제주도여행코스,2021-12-08,30,목화휴게소,"['#목화휴게소🦑', '#제주여행', '#제주카라반노지캠', '#제주공항', '#제주숙소', '#제주핫플', '#카라반라이프', '#카라반캠핑', '#캠핑중', '#제주가볼만한곳', '#제주도맛집', '#제주살이', '#camping', '#활주로', '#제주일상', '#제주도여행코스']"
"바람이 차가운 요즘,외도몸국에서속 뜨뜻하게 한끼 하고 가세요🍜외도몸국은 약속합니다.🤙청결함🤙정직함내 가족이 먹는다는 생각으로정성을 담아 드립니다.🍲외도몸국매일 10:00-19:00 (수요일 휴무)🥟제주 제주시 우정로 64#제주외도맛집 #제주도외도맛집 #외도맛집 #외도동맛집 #제주칼국수맛집 #제주몸국맛집 #제주도민맛집 #제주맛집 #제주도맛집 #외도몸국 #제주수제만두 #제주만두맛집 #제주도만두 #제주만두#제주공항근처맛집 #제주도공항근처맛집 #제주하귀맛집 #제주애월맛집 #애월맛집 #제주한식집 #제주도한식집 #몸국맛집 #제주칼국수 #제주도칼국수 #애월칼국수 #애월몸국 #하귀몸국 #애월몸국맛집 #애월만두맛집",2021-12-08,61,,"['#제주외도맛집', '#제주도외도맛집', '#외도맛집', '#외도동맛집', '#제주칼국수맛집', '#제주몸국맛집', '#제주도민맛집', '#제주맛집', '#제주도맛집', '#외도몸국', '#제주수제만두', '#제주만두맛집', '#제주도만두', '#제주만두', '#제주공항근처맛집', '#제주도공항근처맛집', '#제주하귀맛집', '#제주애월맛집', '#애월맛집', '#제주한식집', '#제주도한식집', '#몸국맛집', '#제주칼국수', '#제주도칼국수', '#애월칼국수', '#애월몸국', '#하귀몸국', '#애월몸국맛집', '#애월만두맛집']"
"#내돈내산 #제주카페.📍탐나제과 - 쏘낭시에(2,800).얼마전 다른 카페에서 쏘낭시에를 너무 맛있게 먹고 반가워서 집은 아이🌭 전에 먹은게 너무 맛있었던건지 기대감에 비해 한없이 부족한 맛이라 아쉬웠다🥲 전에 먹었던건 반죽도 보통 휘낭시에랑은 다른 반죽을 쓰고 소세지도 엄청 맛있었는데 여기거는 그냥 휘낭시에 반죽에 소세지 올려놓은 맛! 소스도 특별하지 않아서 한번 먹어본걸로 만족🙃",2021-12-08,37,Jeju,"['#내돈내산', '#제주카페.📍탐나제과']"
[ 쌍둥이횟집 BY.JEJU ]⠀제주도에놀러오시면저희 #쌍둥이횟집 으로맛있는 회 드시러 오세요 ^..^⠀넓은 규모에서 즐기는상다리 휘어지는 한상차림 !⠀맛있고 편안한 쌍둥이입니다 ^^⠀⏰ AM 10:00 ~ PM 21:00🏢 제주특별자치도 서귀포시중정로 62번길 14☎ 064-762-0478🚚 단체주문 주차 가능🌐ssangdoongi.snname.com⠀#제주도횟집 #제주도횟집추천 #서귀포횟집 #서귀포횟집추천 #제주횟집 #제주올레시장#제주도올레시장 #올레시장횟집 #올레시장맛집 #서귀포맛집 #제주도#제주 #제주도여행 #제주도가볼만한곳 #제주도추천 #제주도민 #도민맛집#제주도맛집 #제주맛집 #제주도여행코스 #제주도회 #올레시장,2021-12-08,25,서귀포 쌍둥이 횟집,"['#쌍둥이횟집', '#제주도횟집', '#제주도횟집추천', '#서귀포횟집', '#서귀포횟집추천', '#제주횟집', '#제주올레시장', '#제주도올레시장', '#올레시장횟집', '#올레시장맛집', '#서귀포맛집', '#제주도', '#제주', '#제주도여행', '#제주도가볼만한곳', '#제주도추천', '#제주도민', '#도민맛집', '#제주도맛집', '#제주맛집', '#제주도여행코스', '#제주도회', '#올레시장']"
.따따시 한게 좋네~.여기도 제주다.#제주도사진찍기좋은곳 #제주도풍경 #제주도여행 #제주도카페 #제주도숙소 #제주도맛집 #제주도사진 #제주도모델 #제주도스냅 #제주도산책 #제주도관광 #제주도핫플 #제주도웨딩 #제주도가볼만한곳 #제주도도민맛집 #한라산 #제주도웨딩스냅 #제주도사진명소 #제주도 #jeju #일출 #일몰 #제주도여행코스 #제주도숨은맛집 #유채꽃 #수국 #산책 #사진포인트,2021-12-08,75,,"['#제주도사진찍기좋은곳', '#제주도풍경', '#제주도여행', '#제주도카페', '#제주도숙소', '#제주도맛집', '#제주도사진', '#제주도모델', '#제주도스냅', '#제주도산책', '#제주도관광', '#제주도핫플', '#제주도웨딩', '#제주도가볼만한곳', '#제주도도민맛집', '#한라산', '#제주도웨딩스냅', '#제주도사진명소', '#제주도', '#jeju', '#일출', '#일몰', '#제주도여행코스', '#제주도숨은맛집', '#유채꽃', '#수국', '#산책', '#사진포인트']"
🐾반려견들 사이에서 소문난 맛집🐾 반려견훈련사가 직접 운영하는 #애견동반식당 #반려견동반환영 🐶이탈리안 퓨전레스토랑 #오데뜨 #제주점 #부산점 #대구점 #전포점 #직영점🍴 🪧제주본점📞064-799-2748한림읍 중산간서로 4995-6 📍open 12:00 ~ close 20:00 📍브레이크타임 없어요📍last order 19:30 (일요일은 19:00)📍Mon off,2021-12-08,7,,"['#애견동반식당', '#반려견동반환영', '#오데뜨', '#제주점', '#부산점', '#대구점', '#전포점', '#직영점🍴']"
쿠잉카페입니다날씨가 너무  좋으네요..좋은시간  차한잔~~^^#제주카페 #노형동카페 #제주쿠잉#동네맛집 #제주도맛집#제주여기#제주이야기 #도시락주문 예약#샌드위치#돈가스맛집 #제주돈가스#공항가는길#애월가는길#제주여행#밥먹고가자,2021-12-08,17,Jeju,"['#제주카페', '#노형동카페', '#제주쿠잉', '#동네맛집', '#제주도맛집', '#제주여기', '#제주이야기', '#도시락주문', '#샌드위치', '#돈가스맛집', '#제주돈가스', '#공항가는길', '#애월가는길', '#제주여행', '#밥먹고가자']"
제주도 온 김에 말고기 먹어보자는친구의 말에 방문한 영주말가든!말고기 대박이에요 정말~!!!!이거 완전! 최고네요!고기는 엄청 부드럽고 육회도 최고!!아주 먹는 맛이 있어요!!! 존맛탱!!#영주말가든#제주맛집#제주도맛집#제주공항근처맛집#제주공항맛집#제주도말고기맛집#제주고기전문점 #맞팔선팔환영 #맞팔해요 #제주도말고기추천 #먹스타맞팔환영 #제주공항고기국수 #제주도말고기전문점,2021-12-08,125,,"['#영주말가든', '#제주맛집', '#제주도맛집', '#제주공항근처맛집', '#제주공항맛집', '#제주도말고기맛집', '#제주고기전문점', '#맞팔선팔환영', '#맞팔해요', '#제주도말고기추천', '#먹스타맞팔환영', '#제주공항고기국수', '#제주도말고기전문점']"
"가끔은 살려고 노력하느라,진짜 살 시간이 없는것같아-달라스바이어스클럽-#데일리#daily #셀피#인물사진 #사진스타그램#맞팔#jeju#향수#selca#portfolio#photo#pink#vintage#감성사진#blossom #blue #nature #rain#snap#travel #sunshine#jejuisland #sunset#fall#우울#제주도맛집#beautiful#먹스타그램#제주도",2021-12-08,11,,"['#데일리', '#daily', '#셀피', '#인물사진', '#사진스타그램', '#맞팔', '#jeju', '#향수', '#selca', '#portfolio', '#photo', '#pink', '#vintage', '#감성사진', '#blossom', '#blue', '#nature', '#rain', '#snap', '#travel', '#sunshine', '#jejuisland', '#sunset', '#fall', '#우울', '#제주도맛집', '#beautiful', '#먹스타그램', '#제주도']"
"#만족한상회 #서귀포맛집더워서 아무데나 들어갔는데오잉ㅋㅋㅋㅋㅋㅋ세젤맛 집 발견함결론은 또 먹고 싶다구요,,,,,#제주중문맛집#중문맛집#제주도민맛집#중문맛집만족한상회#제주도맛집#중문맛집추천#제주갈치구이#서귀포갈치구이맛집",2021-12-08,저 좋아요를 눌러보세,제주도 서귀포시 중문,"['#만족한상회', '#서귀포맛집더워서', '#제주중문맛집', '#중문맛집', '#제주도민맛집', '#중문맛집만족한상회', '#제주도맛집', '#중문맛집추천', '#제주갈치구이', '#서귀포갈치구이맛집']"
".✨Celebration Moment ✨사랑하는 분께 더 그랜드 섬오름 제주호텔 에서의 특별한 하루를 선물해보세요💝바솔트 레스토랑 연말 특선 요리와 함께 소중한 사람들과 특별한 추억을 만들어보세요!◾️기간 | 2021.12.17 ~ 2021.12.31◾️시간 | 17:30 ~ 21:00(Last Order 20:30)◾️메뉴 | - 돌 문어와 새우 타르타르 - 봄동 시저 샐러드 - 브리 치즈구이와 제주 당근 수프 - 제철 가리비 구이와 성게 크림 리조토 - 왕 새우구이와 트러플 향의 버섯 구이가   어우러진 안심스테이크 - 샴페인 셔벗 _ 파이퍼 하이직 - 딸기 티라미슈◾️금액 | 77,000원 (1인기준/세금포함)📲예약 및 문의 | 064.800.7400#호텔레스토랑 #호텔요리 #신메뉴 #시즌메뉴 #크리스마스메뉴 #디너메뉴 #새우타르타르 #봄동시저샐러드 #브리치즈구이 #제주당근수프 #가리비구이 #성게크림리조또 #왕새우구이 #안심스테이크 #샴페인셔벗 #파이퍼하이직 #딸기티라미수 #특별한연말 #바솔트레스토랑 #제주맛집 #제주도맛집 #서귀포맛집 #법환맛집 #더그랜드섬오름제주 #더그랜드섬오름 #섬오름호텔 #제주핫플레이스 #basalt_sumorum #thegrandsumorum_jeju #jejuhotel",2021-12-08,16,,"['#호텔레스토랑', '#호텔요리', '#신메뉴', '#시즌메뉴', '#크리스마스메뉴', '#디너메뉴', '#새우타르타르', '#봄동시저샐러드', '#브리치즈구이', '#제주당근수프', '#가리비구이', '#성게크림리조또', '#왕새우구이', '#안심스테이크', '#샴페인셔벗', '#파이퍼하이직', '#딸기티라미수', '#특별한연말', '#바솔트레스토랑', '#제주맛집', '#제주도맛집', '#서귀포맛집', '#법환맛집', '#더그랜드섬오름제주', '#더그랜드섬오름', '#섬오름호텔', '#제주핫플레이스', '#basalt_sumorum', '#thegrandsumorum_jeju', '#jejuhotel']"
Tv 시청 & 컴퓨터 까지,2021-12-08,40,애월읍 소길리,[]
.탁 트인 월정 바다 뷰를 볼 수 있는 야외 테라스와 옥상 빈백 정원 🐬⠀⠀⠀⠀⠀곳곳에 있는 월정 바다를 배경으로 인생샷 포인트뿐만 아니라!달달한 수제 마카롱과 시그니처 음료까지!월정리 카페 콧수염에서 제주도 분위기를 만끽해보세요 ☀️🌊🌈⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀제주시 구좌읍 해맞이해안로 406 카페콧수염070-4131-8880⠀⠀⠀⠀⠀방문해주신 모든 분들께 감사드립니다매일 모든 메뉴 sold-out 되므로 선착순 판매합니다.#제주동쪽카페 #제주카페 #제주시카페 #구좌읍카페 #월정 #제주 #구좌읍맛집 #제주여행 #제주월정리카페 #제주월정리 #월정리 #제주마카롱맛집 #제주애견동반카페 #월정리맛집 #제주도선물 #월정리콧수염 #제주도카페 #제주카페투어 #세화카페 #제주도마카롱 #함덕카페 #성산맛집 #제주맛집 #제주도맛집 #월정리카페 #제주도여행 #제주도기념품 #제주도 #월정리카페거리 #월정리카페콧수염,2021-12-08,13,,"['#제주동쪽카페', '#제주카페', '#제주시카페', '#구좌읍카페', '#월정', '#제주', '#구좌읍맛집', '#제주여행', '#제주월정리카페', '#제주월정리', '#월정리', '#제주마카롱맛집', '#제주애견동반카페', '#월정리맛집', '#제주도선물', '#월정리콧수염', '#제주도카페', '#제주카페투어', '#세화카페', '#제주도마카롱', '#함덕카페', '#성산맛집', '#제주맛집', '#제주도맛집', '#월정리카페', '#제주도여행', '#제주도기념품', '#제주도', '#월정리카페거리', '#월정리카페콧수염']"
